frequency_rank,character,pinyin,definition,radical,radical_code,stroke_count,hsk_level,general_standard_num
2627,芙,fú,hibiscus,艸,140.4,7,,0661
2628,垃,lā,"garbage, refuse, waste",土,32.5,8,4,0980
2629,烤,kǎo,"bake, roast, toast, cook",火,86.6,10,4,2057
2630,晒,shài,"dry in sun, expose to sun",日,72.6,10,5,1887
2631,霜,shuāng,frost; crystallized; candied,雨,173.9,17,6,3399
2632,剿,jiǎo,"destroy, exterminate, annihilate",刀,18.14,13,,3048
2633,蕴,yùn,"to collect, gather, store; profound",艸,140.14,15,6,3212
2634,圾,jī,"garbage, rubbish; shaking; danger",土,32.4,6,4,0362
2635,绸,chóu,"silk cloth, satin damask",糸,120.8,11,5,2495
2636,屿,yǔ,island,山,46.3,6,5,0434
2637,氢,qīng,ammonia; hydrogen nitride,气,84.5,9,,1542
2638,驼,tuó,a camel; humpbacked; to carry on the back,馬,187.5,8,,1347
2639,妆,zhuāng,"to adorn oneself, dress up, use make-up",女,38.3,6,6,0512
2640,捆,kǔn,"tie up; bind, truss up; bundle",手,64.7,10,6,1796
2641,铅,qiān,lead,金,167.5,10,2,1934
2642,逛,guàng,"ramble, stroll, roam, wander",辵,162.7,10,4,2003
2643,淑,shū,"good, pure, virtuous, charming",水,85.8,11,,2418
2644,榴,liú,pomegranate,木,75.10,14,,3080
2645,丙,bǐng,third; 3rd heavenly stem,一,1.4,5,6,0213
2646,痒,yǎng,itch,疒,104.6,11,5,2382
2647,钞,chāo,"paper money, bank notes; copy",金,167.4,9,6,1527
2648,蹄,tí,hoof; leg of pork; little witch,足,157.9,16,,3344
2649,犬,quǎn,dog; radical number 94,犬,94.0,4,6,0092
2650,躬,gōng,"body; personally, in person",身,158.3,10,6,1972
2651,昼,zhòu,"daytime, daylight",尸,44.6,9,6,1723
2652,藻,zǎo,"splendid, magnificent; algae",艸,140.16,19,,3455
2653,蛛,zhū,spider,虫,142.6,12,,2635
2654,褐,hè,"coarse woolen cloth; dull, dark",衣,145.9,14,,3179
2655,颊,jiá,"cheeks, jaw",頁,181.6,12,,2597
2656,奠,diàn,pay respect; settle,大,37.9,12,6,2744
2657,募,mù,"levy, raise; summon; recruit",力,19.11,12,,2549
2658,耽,dān,indulge in; be negligent,耳,128.4,10,5,1818
2659,蹈,dǎo,stamp feet; dance,足,157.10,17,6,3409
2660,陋,lòu,"narrow; crude, coarse; ugly",阜,170.6,8,6,1317
2661,侣,lǚ,companion; associate with,人,9.6,8,6,1146
2662,魅,mèi,"kind of forest demon, elf",鬼,194.5,14,5,3130
2663,岚,lán,"mountain mist, mountain haze",山,46.4,7,,3717
2664,侄,zhí,nephew,人,9.6,8,6,1144
2665,虐,nüè,"cruel, harsh, oppressive",虍,141.3,9,6,1470
2666,堕,duò,"fall, sink, let fall; degenerate",土,32.9,11,6,2475
2667,陛,bì,steps leading throne; throne,阜,170.7,9,,4380
2668,莹,yíng,"luster of gems; bright, lustrous",艸,140.7,10,,1830
2669,荫,yīn,"shade, shelter; protect",艸,140.7,9,,1420
2670,狡,jiǎo,"cunning, deceitful, treacherous",犬,94.6,9,5,1604
2671,阀,fá,powerful and influential group,門,169.6,9,,1638
2672,绞,jiǎo,"twist, wring; intertwine; winch",糸,120.6,9,,1763
2673,膏,gāo,"grease, fat; paste, ointment",肉,130.10,14,4,3142
2674,垮,kuǎ,"be defeated, fail, collapse",土,32.6,9,,1371
2675,茎,jīng,"stem, stalk",艸,140.5,8,6,1014
2676,缅,miǎn,"distant, remote; think of",糸,120.9,12,,2814
2677,喇,lǎ,"horn, bugle; lama; final particle",口,30.9,12,6,2621
2678,绒,róng,"silk, cotton, or woolen fabric",糸,120.6,9,6,1753
2679,搅,jiǎo,"disturb, agitate, stir up",手,64.9,12,6,2536
2680,凳,dèng,bench; stool,几,16.12,14,,3186
2681,梭,suō,,木,75.7,11,,2231
2682,丫,yā,forked; bifurcation,丨,2.2,3,,0056
2683,姬,jī,beauty; imperial concubine,女,38.7,10,,4687
2684,诏,zhào,"decree, proclaim; imperial decree",言,149.5,7,,3799
2685,钮,niǔ,"button, knob; surname",金,167.4,9,,1535
2686,棺,guān,coffin,木,75.8,12,,2577
2687,耿,gěng,"bright, shining; have guts",耳,128.4,10,,1817
2688,缔,dì,"tie, join, connect; connection",糸,120.9,12,6,2819
2689,懈,xiè,"idle, relaxed, remiss",心,61.13,16,,3382
2690,嫉,jí,jealousy; be jealous of,女,38.10,13,6,3040
2691,灶,zào,"kitchen stove, cooking stove",火,86.3,7,6,0851
2692,匀,yún,equal,勹,20.2,4,5,0156
2693,嗣,sì,"to connect, inherit; descendants, heirs",口,30.10,13,,5466
2694,鸽,gē,"pigeon, dove; Columba species (various)",鳥,196.6,11,6,2349
2695,澡,zǎo,"wash, bathe",水,85.13,16,3,3378
2696,凿,záo,"chisel; bore, pierce",凵,17.10,12,,2605
2697,纬,wěi,woof; parallels of latitude,糸,120.4,7,6,0929
2698,沸,fèi,"boil, bubble up, gush",水,85.5,8,6,1259
2699,畴,chóu,"farmland, arable land; category",田,102.7,12,6,2627
2700,刃,rèn,"edged tool, cutlery, knife edge",刀,18.1,3,,0068
2701,遏,è,"stop, suppress, curb, check; a bar",辵,162.9,12,6,2624
2702,烁,shuò,"shine, glitter, sparkle",火,86.5,9,6,1657
2703,嗅,xiù,"smell, scent, sniff; olfactive",口,30.10,13,6,2927
2704,叭,bā,trumpet,口,30.2,5,6,0247
2705,熬,áo,"cook down, to boil; endure",火,86.11,14,5,3053
2706,瞥,piē,take fleeting glance at,目,109.12,16,,6168
2707,骸,hái,"skeleton, body; leg bone",骨,188.6,15,,5945
2708,奢,shē,"extravagant, wasteful; exaggerate",大,37.9,11,6,2242
2709,拙,zhuō,"stupid, clumsy, crude; convention",手,64.5,8,6,0987
2710,栋,dòng,main beams supporting house,木,75.5,9,6,1429
2711,毯,tǎn,"rug, carpet, blanket",毛,82.8,12,5,2672
2712,桐,tóng,name applied various trees,木,75.6,10,,1839
2713,砂,shā,"sand; pebbles, gravel; gritty",石,112.4,9,,1451
2714,莽,mǎng,"thicket, underbrush; poisonous",艸,140.8,10,,1821
2715,泻,xiè,"drain off, leak; flow, pour down",水,85.5,8,6,1255
2716,坪,píng,level ground; Japanese measure,土,32.5,8,,0960
2717,梳,shū,comb; brush,木,75.7,11,5,2228
2718,杉,shān,various species of pine and fir,木,75.3,7,,0685
2719,晤,wù,have interview with; meet,日,72.7,11,6,4813
2720,稚,zhì,"young, immature; childhood",禾,115.8,13,6,2948
2721,蔬,shū,"vegetables, greens",艸,140.11,15,5,3211
2722,蝇,yíng,flies,虫,142.8,14,,3107
2723,捣,dǎo,"hull; thresh; beat, attack",手,64.7,10,6,1811
2724,顷,qǐng,a moment; a measure of area equal to 100 mu or 6.7 hectares; to lean,頁,181.2,8,,1058
2725,麽,mó,"interrogative final particle; insignificant, small, tiny",麻,200.3,14,,5780
2726,尴,gān,embarrassed; ill at ease,尢,43.10,13,6,2883
2727,镖,biāo,"dart, spear, harpoon; escort",金,167.11,16,,6112
2728,诧,chà,"be surprised, be shocked",言,149.6,8,6,4057
2729,尬,gà,"limp, staggering gait; embarrass",尢,43.4,7,6,0705
2730,硫,liú,sulfur,石,112.7,12,,2592
2731,嚼,jué,"prattle, be glib",口,30.18,20,6,3479
2732,羡,xiàn,"envy, admire; praise; covet",羊,123.6,12,4,2740
2733,沦,lún,"be lost; sink, be submerged",水,85.4,7,,0863
2734,沪,hù,Shanghai; river near Shanghai,水,85.4,7,,0869
2735,旷,kuàng,"extensive, wide, broad; empty",日,72.3,7,6,0727
2736,彬,bīn,"cultivated, well-bred",彡,59.8,11,,2220
2737,芽,yá,"bud, sprout, shoot",艸,140.4,7,6,0664
2738,狸,lí,fox,犬,94.7,10,,2004
2739,冥,míng,"dark, gloomy, night; deep",冖,14.8,10,,2121
2740,碳,tàn,carbon,石,112.9,14,6,3092
2741,咧,liě,"stretch mouth, grimace, grin",口,30.6,9,,1490
2742,惕,tì,"be cautious, careful, alert",心,61.8,11,6,2443
2743,暑,shǔ,hot,日,72.8,12,4,2613
2744,咯,gē,final particle,口,30.6,9,,4224
2745,萝,luó,type of creeping plant; turnip,艸,140.8,11,,2204
2746,汹,xiōng,"turbulent; noisy, restless",水,85.4,7,6,0864
2747,腥,xīng,"raw meat; rank, strong-smelling",肉,130.9,13,6,2970
2748,窥,kuī,"peep, watch, spy on, pry",穴,116.8,13,,3027
2749,俺,ǎn,"personal pronoun, I",人,9.8,10,,1958
2750,潭,tán,"deep pool, lake; deep, profound",水,85.12,15,,3293
2751,崎,qí,"rough, uneven, jagged, rugged",山,46.8,11,,2293
2752,麟,lín,female of Chinese unicorn,鹿,198.12,23,,6485
2753,捡,jiǎn,to pick up,手,64.7,10,5,1804
2754,拯,zhěng,"help, save, aid; lift, raise",手,64.6,9,,1398
2755,厥,jué,"personal pronoun he, she, it",厂,27.10,12,,5112
2756,澄,chéng,"purify water by allowing sediment to settle; clear, pure",水,85.12,15,6,3299
2757,萎,wēi,"wither, wilt",艸,140.8,11,6,2206
2758,哉,zāi,final exclamatory particle,口,30.6,9,,1381
2759,涡,wō,"swirl, whirlpool, eddy",水,85.7,10,,2072
2760,滔,tāo,"overflow; rushing water, a torrent",水,85.10,13,6,3011
2761,暇,xiá,"leisure, relaxation, spare time",日,72.9,13,,2910
2762,溯,sù,"go upstream, go against current; formerly",水,85.10,13,,3017
2763,鳞,lín,fish scales,魚,195.12,20,,3483
2764,酿,niàng,"brew, ferment",酉,164.7,14,6,3088
2765,茵,yīn,"a cushion, mattress; wormwood; Skimmia japon",艸,140.6,9,,1410
2766,愕,è,"startled, alarmed, astonished",心,61.9,12,,2773
2767,瞅,chǒu,"see, look, gaze at",目,109.9,14,,3101
2768,暮,mù,"evening, dusk, sunset; ending",日,72.11,14,,3067
2769,衙,yá,public office; official residence,行,144.7,13,,2964
2770,诫,jiè,"warn, admonish; warning",言,149.7,9,6,1704
2771,斧,fǔ,"axe, hatchet; chop, hew",斤,69.4,8,,1170
2772,兮,xī,exclamatory particle,八,12.2,4,,3518
2773,焕,huàn,shining,火,86.7,11,,2409
2774,棕,zōng,hemp palm; palm tree,木,75.8,12,6,2576
2775,佑,yòu,"help, protect, bless",人,9.5,7,,0773
2776,嘶,sī,"neighing of a horse; gravel voiced, husky throated; (Cant.) to hiccough",口,30.12,15,,3237
2777,妓,jì,prostitute,女,38.4,7,,0918
2778,喧,xuān,"lively, noisy; clamor, talk loudly",口,30.9,12,6,2646
2779,蓉,róng,"hibiscus; Chengdu, Sichuan",艸,140.10,13,,2858
2780,删,shān,to cut; delete,刀,18.5,7,5,0815
2781,樱,yīng,"cherry, cherry blossom",木,75.11,15,,3215
2782,伺,cì,"serve, wait upon, attend; examine",人,9.5,7,6,0788
2783,嗡,wēng,"sound of flying bees, airplanes",口,30.10,13,,2928
2784,娥,é,be beautiful; good; surname,女,38.7,10,,2143
2785,梢,shāo,pointed tip of something long like a branch; rudder,木,75.7,11,6,2225
2786,坝,bà,embankment; dam,土,32.4,7,6,0629
2787,蚕,cán,silkworms,虫,142.4,10,,1777
2788,敷,fū,"spread, diffuse; apply, paint",攴,66.11,15,6,3219
2789,澜,lán,"overflowing; waves, ripples",水,85.12,15,,3298
2790,杏,xìng,apricot; almond,木,75.3,7,,0684
2791,绥,suí,"soothe, appease, pacify",糸,120.7,10,,4703
2792,冶,yě,"smelt, fuse metals; cast, found",冫,15.5,7,,0843
2793,庇,bì,"cover, shield, shelter, protect",广,53.4,7,6,0833
2794,挠,náo,"scratch; disturb, bother; submit",手,64.6,9,6,1375
2795,搂,lǒu,"hug, embrace; drag, pull",手,64.9,12,6,2535
2796,倏,shū,"hastily, suddenly, abruptly",人,9.8,10,,4568
2797,聂,niè,whisper; surname,耳,128.4,10,,1819
2798,婉,wǎn,"amiable, congenial; restrained",女,38.8,11,,2483
2799,噪,zào,be noisy; chirp loudly,口,30.13,16,6,3349
2800,稼,jià,sow grain; sheaves of grain,禾,115.10,15,6,3264
2801,鳍,qí,fin,魚,195.10,18,,3446
2802,菱,líng,"water-chestnut, water caltrop",艸,140.8,11,,2199
2803,盏,zhǎn,small cup or container,皿,108.5,10,,1779
2804,匿,nì,hide; go into hiding,匸,23.9,10,,1776
2805,吱,zhī,"chirping, squeaking, hissing",口,30.4,7,,0723
2806,寝,qǐn,"sleep, rest; bed chamber",宀,40.10,13,6,3029
2807,揽,lǎn,"grasp, take hold of; monopolize",手,64.9,12,,2518
2808,髓,suǐ,"bone marrow; essences, substances",骨,188.13,21,,3494
2809,秉,bǐng,"grasp, hold; bundle; authority",禾,115.3,8,,1134
2810,哺,bǔ,chew food; feed,口,30.7,10,6,1894
2811,矢,shǐ,"arrow, dart; vow, swear",矢,111.0,5,,0264
2812,啪,pā,syllable,口,30.8,11,,2266
2813,帜,zhì,"flag, pennant; sign; fasten",巾,50.5,8,6,1109
2814,邵,shào,surname; various place names,邑,163.5,7,,3816
2815,嗽,sòu,"cough, gargle, clear throat",口,30.11,14,4,3103
2816,挟,xié,clasp under arm; hold to bosom,手,64.6,9,,1374
2817,缸,gāng,"earthen jug, crock, cistern",缶,121.3,9,,1537
2818,揉,róu,"rub, massage; crush by hand",手,64.9,12,6,2540
2819,腻,nì,"greasy, oily, dirty; smooth",肉,130.9,13,6,2968
2820,驯,xún,"tame, docile, obedient",馬,187.3,6,,0592
2821,缆,lǎn,"hawser, heavy-duty rope, cable",糸,120.9,12,,2815
2822,晌,shǎng,"noon, midday; moment; unit land measurement equal to seven mou (",日,72.6,10,,1895
2823,瘫,tān,"paralysis, palsy, numbness",疒,104.10,15,6,3283
2824,贮,zhù,"store, stockpile, hoard",貝,154.4,8,,1118
2825,觅,mì,seek; search,爪,87.4,8,6,1173
2826,朦,méng,condition or appearance of moon,月,74.14,17,,3422
2827,僻,pì,"out-of-the-way, remote; unorthodox",人,9.13,15,6,3271
2828,隋,suí,Sui dynasty; surname,阜,170.9,11,,2474
2829,蔓,màn,"creeping plants, tendrils, vines",艸,140.11,14,6,3069
2830,咋,zǎ,"question-forming particle, why? how? what?; to bite; loud",口,30.5,8,6,1097
2831,嵌,qiàn,"inlay, set in; fall into; rugged",山,46.9,12,6,2647
2832,虔,qián,act with reverence; reverent,虍,141.4,10,,4491
2833,畔,pàn,boundary path dividing fields,田,102.5,10,6,1899
2834,琐,suǒ,"trifling, petty; troublesome",玉,96.7,11,,2156
2835,碟,dié,"small dish, plate",石,112.9,14,,3090
2836,涩,sè,"astringent; harsh; uneven, rough",水,85.7,10,6,2088
2837,胧,lóng,condition or appearance of moon,肉,130.5,9,,1592
2838,嘟,dū,sound of horn tooting,口,30.12,13,,5440
2839,蹦,bèng,"hop, leap, jump; bright",足,157.11,18,6,3442
2840,冢,zhǒng,"burial mound, mausoleum; grand",冖,14.8,10,,4669
2841,浏,liú,clear; bright; whistling,水,85.6,9,5,1677
2842,裔,yì,"progeny, descendants, posterity",衣,145.7,13,5,5548
2843,襟,jīn,"lapel, collar",衣,145.13,18,,3449
2844,叨,dāo,talkative; quarrelous,口,30.2,5,6,0255
2845,诀,jué,"take leave of, bid farewell",言,149.4,6,,0562
2846,旭,xù,rising sun; brilliance; radiant,日,72.2,6,,0502
2847,虾,xiā,"shrimp, prawn",虫,142.3,9,,1498
2848,簿,bù,"register, account book, notebook",竹,118.13,19,,3463
2849,啤,pí,beer,口,30.8,11,3,2289
2850,擒,qín,"catch, capture, seize, arrest",手,64.13,15,,3200
2851,枣,zǎo,"date tree; dates, jujubes; surname",木,75.4,8,,1040
2852,嘎,gā,"sound of laughter; bad, malevolent",口,30.11,14,,5699
2853,苑,yuàn,"pasture, park, garden; mansion",艸,140.5,8,,1008
2854,牟,móu,"make; seek, get; barley; low",牛,93.2,6,,3643
2855,呕,ǒu,"vomit; annoy, enrage",口,30.4,7,6,0725
2856,骆,luò,a white horse with black mane; a camel,馬,187.6,9,,1760
2857,凸,tū,"protrude, bulge out, convex",凵,17.3,5,6,0229
2858,熄,xī,"put out, extinguish, quash",火,86.10,14,6,3157
2859,兀,wù,to cut off the feet,儿,10.1,3,,3503
2860,喔,ō,descriptive of crying or of crowing,口,30.9,12,,5161
2861,裳,shang,clothes; skirt; beautiful,衣,145.8,14,6,3099
2862,凹,āo,"concave, hollow, depressed; a pass, valley",凵,17.3,5,6,0260
2863,赎,shú,"buy, redeem; ransome; atone for",貝,154.8,12,,2652
2864,屯,tún,"village, hamlet; camp; station",屮,45.1,4,,0103
2865,膛,táng,"chest; hollow space, cavity",肉,130.11,15,6,3275
2866,浇,jiāo,"spray, water, sprinkle",水,85.6,9,5,1667
2867,灼,zhuó,burn; broil; cauterize; bright,火,86.3,7,,0853
2868,裘,qiú,fur garments; surname,衣,145.7,13,,5409
2869,砰,pēng,"sound of crashing stones, bang!",石,112.5,10,,1864
2870,棘,jí,"jujube tree; thorns, brambles",木,75.8,12,,2584
2871,橡,xiàng,chestnut oak; rubber tree; rubber,木,75.12,15,4,3216
2872,碱,jiǎn,"alkaline, alkali, lye, salt",石,112.9,14,,3091
2873,聋,lóng,deaf,耳,128.5,11,6,2245
2874,姥,lǎo,maternal grandmother; midwife,女,38.6,9,5,1736
2875,瑜,yú,flawless gem or jewel,玉,96.9,13,,5342
2876,毋,wú,do not; not; surname; rad. 80,毋,80.0,4,,3527
2877,娅,yà,mutual term of address used by sons-in-law; a brother-in-law,女,38.6,9,,4382
2878,沮,jǔ,"stop, prevent; defeated, dejected",水,85.5,8,6,1247
2879,萌,méng,"bud, sprout",艸,140.8,11,6,2203
2880,俏,qiào,"like, similar; resemble; pretty",人,9.7,9,,1561
2881,黯,àn,"dark, black; sullen, dreary",音,180.12,21,,3493
2882,撇,piē,"discard, abandon, throw away",手,64.12,14,6,3064
2883,粟,sù,unhusked millet; grain,米,119.6,12,,2583
2884,粪,fèn,"manure, dung, shit, excrement, night soil",米,119.6,12,,2742
2885,尹,yǐn,govern; oversee; director,尸,44.1,4,,3524
2886,苟,gǒu,"careless, frivolous; illicit; grammatical particle: if, but, if only; surname; grass name; distinguish DKW 30853 (ji4)",艸,140.5,8,6,1007
2887,癫,diān,"crazy, mad; madness, mania, insan",疒,104.16,21,,6455
2888,蚂,mǎ,ant; leech,虫,142.3,9,6,1501
2889,禹,yǔ,legendary hsia dynasty founder,禸,114.4,9,,1575
2890,廖,liào,surname; name of an ancient state,广,53.11,14,,5785
2891,俭,jiǎn,"temperate, frugal, economical",人,9.7,9,6,1567
2892,帖,tiē,invitation card; notice,巾,50.5,8,6,1107
2893,煎,jiān,fry in fat or oil; boil in water,火,86.9,13,6,3000
2894,缕,lǚ,"thread; detailed, precise",糸,120.9,12,,2820
2895,窦,dòu,"surname; hole, burrow; corrupt",穴,116.8,13,,5593
2896,簇,cù,"swarm, crowd together, cluster",竹,118.11,17,,3418
2897,棱,léng,"squared timber; angle, edge",木,75.8,12,,2563
2898,叩,kòu,"knock, ask; kowtow, bow",口,30.2,5,,0254
2899,呐,nà,"raise voice, yell out loud, shout; stammer",口,30.4,7,,0738
2900,瑶,yáo,precious jade,玉,96.10,14,,5622
2901,墅,shù,"villa, country house",土,32.11,14,6,3102
2902,莺,yīng,"oriole, green finch; Sylvia species (various)",艸,140.7,10,,1831
2903,烫,tàng,"scald, heat; wash; iron clothes",火,86.6,10,5,2087
2904,蛙,wā,frog,虫,142.6,12,,2634
2905,歹,dǎi,"bad, vicious, depraved, wicked",歹,78.0,4,6,0096
2906,伶,líng,"lonely, solitary; actor",人,9.5,7,6,0779
2907,葱,cōng,"scallions, leeks, green onions",艸,140.9,12,,2554
2908,哮,xiāo,cough; pant; roar,口,30.7,10,,1890
2909,眩,xuàn,"to confuse; dizzy, dazed, disoriented",目,109.5,10,,4496
2910,坤,kūn,"earth; feminine, female",土,32.5,8,,0964
2911,廓,kuò,"broad, wide, open, empty; to expand",广,53.11,13,6,2989
2912,讳,huì,conceal; shun; regard as taboo,言,149.4,6,6,0551
2913,啼,tí,"weep, whimper; howl, twitter",口,30.9,12,,2645
2914,乍,zhà,"first time, for the first time",丿,4.4,5,,0266
2915,瓣,bàn,petal; segment; valves,瓜,97.14,19,6,3468
2916,矫,jiǎo,"correct, rectify, straighten out",矢,111.6,11,,2310
2917,跋,bá,"go by foot; epilogue, colophon",足,157.5,12,,2629
2918,枉,wǎng,"useless, in vain; bent, crooked",木,75.4,8,6,1017
2919,梗,gěng,"stem of flower, branch of plant",木,75.7,11,,2223
2920,厕,cè,"mingle with; toilet, lavatory",厂,27.6,8,4,1047
2921,琢,zuó,polish jade; cut jade,玉,96.8,12,6,2503
2922,讥,jī,"ridicule, jeer, mock; inspect",言,149.2,4,6,0173
2923,釉,yòu,glaze,釆,165.5,12,,5223
2924,窟,kū,"hole, cave; cellar; underground",穴,116.8,13,,3028
2925,敛,liǎn,"draw back, fold back; collect",攴,66.7,11,,2350
2926,轼,shì,horizontal wooden bar in front,車,159.6,10,,4484
2927,庐,lú,"hut, cottage; name of a mountain",广,53.4,7,,0839
2928,胚,pēi,embryo; unfinished things,肉,130.5,9,,1591
2929,呻,shēn,"groan, moan; recite with intonation",口,30.5,8,6,1095
2930,绰,chuò,"graceful, delicate; spacious",糸,120.8,11,,2490
2931,扼,è,"grasp, clutch; choke, strangle",手,64.4,7,,0619
2932,懿,yì,"virtuous, admirable, esteemed",心,61.18,22,,6465
2933,炯,jiǒng,"bright, brilliant, clear; hot",火,86.5,9,,4327
2934,竿,gān,bamboo pole; penis,竹,118.3,9,,1554
2935,慷,kāng,"ardent; generous, magnanimous",心,61.11,14,6,3170
2936,虞,yú,"concerned about, anxious, worried",虍,141.7,13,,5430
2937,锤,chuí,balance weight on scale; hammer,金,167.8,13,6,2940
2938,栓,shuān,"wooden peg, post or stick",木,75.6,10,,1843
2939,桨,jiǎng,"oar, paddle",木,75.6,10,6,2017
2940,蚊,wén,mosquito; gnat,虫,142.4,10,,1901
2941,磅,bàng,pound; weigh,石,112.10,15,6,3227
2942,孽,niè,evil; son of concubine; ghost,子,39.17,19,,3452
2943,惭,cán,"ashamed, humiliated; shameful",心,61.8,11,5,2440
2944,戳,chuō,"prick, stab; stamp, seal, chop",戈,62.14,18,,3451
2945,禀,bǐng,"report to, petition",示,113.8,13,,2987
2946,鄂,è,Hubei province; startled,邑,163.9,11,,2283
2947,馈,kuì,offer food superior; send gift,食,184.9,12,6,2724
2948,垣,yuán,low wall,土,32.6,9,,4096
2949,溅,jiàn,"sprinkle, spray; spill, splash",水,85.9,12,6,2760
2950,咚,dōng,"onomatopoetic, a thumping sound",口,30.5,8,,3916
2951,钙,gài,calcium,金,167.4,9,6,1525
2952,礁,jiāo,reef; jetty; submerged rocks,石,112.12,17,,3397
2953,彰,zhāng,"clear, manifest, obvious",彡,59.11,14,6,3149
2954,豁,huō,"open up, clear; exempt",谷,150.10,17,,3432
2955,眯,mī,be blinded,目,109.6,11,6,2262
2956,磷,lín,phosphorus; water rushing between,石,112.12,17,,3398
2957,雯,wén,"cloud patterns, coloring of cloud",雨,173.4,12,,5115
2958,墟,xū,high mound; hilly countryside; wasteland,土,32.12,14,6,3055
2959,迂,yū,"doctrinaire, abstruse, unrealistic",辵,162.3,6,,0350
2960,瞻,zhān,look; look out for; respect,目,109.13,18,6,3441
2961,颅,lú,skull,頁,181.5,11,,2252
2962,琉,liú,"sparkling stone; glazed, opaque",玉,96.7,11,,2158
2963,悼,dào,"grieve, mourn, lament; grieved",心,61.8,11,6,2441
2964,蝴,hú,butterfly,虫,142.9,15,5,3246
2965,拣,jiǎn,choose; select; pick up; gather,手,64.5,8,6,0961
2966,渺,miǎo,"endlessly long, boundless, vast",水,85.9,12,6,2755
2967,眷,juàn,"take interest in, care for",目,109.6,11,,2401
2968,悯,mǐn,"pity, sympathize with, grieve for",心,61.7,10,,2095
2969,汰,tài,"excessive; scour, wash out",水,85.4,7,6,0858
2970,慑,shè,"afraid, scared, fearful",心,61.10,13,,5589
2971,婶,shěn,,女,38.8,11,,2482
2972,斐,fěi,"graceful, elegant, beautiful",文,67.8,12,,5122
2973,嘘,xū,exhale; blow out; deep sigh; hiss; praise,口,30.11,14,,5715
2974,镶,xiāng,"insert, inlay, set, mount; fill",金,167.17,22,6,3497
2975,炕,kàng,the brick-bed in northern China,火,86.4,8,,1236
2976,宦,huàn,"officialdom, government official",宀,40.6,9,,1696
2977,趴,pā,"lying prone, leaning over",足,157.2,9,6,1493
2978,绷,běng,"bind, draw firmly, strap",糸,120.8,11,,2494
2979,窘,jiǒng,embarrassed; hard-pressed,穴,116.7,12,,2787
2980,襄,xiāng,"aid, help, assist; undress",衣,145.11,17,,6286
2981,珀,pò,amber,玉,96.5,9,,4089
2982,嚣,xiāo,be noisy; treat with contempt,口,30.15,18,,3443
2983,拚,pàn,"risk, disregard; go all out for",手,64.5,8,,
2984,酌,zhuó,serve wine; feast; deliberate,酉,164.3,10,6,1857
2985,浊,zhuó,"muddy, turbid, dirty, filthy",水,85.6,9,6,1668
2986,毓,yù,"give birth to; bring up, educate",毋,80.9,14,,5754
2987,撼,hàn,"move, shake; (Cant.) to fight",手,64.13,16,6,3315
2988,嗜,shì,"be fond of, have weakness for",口,30.10,13,,2902
2989,扛,káng,carry on shoulders; lift,手,64.3,6,6,0354
2990,峭,qiào,"steep, precipitous, rugged",山,46.7,10,6,1919
2991,磕,kē,"hit; collide, knock into; sound",石,112.10,15,6,3225
2992,翘,qiào,"turn up, lift, elevate, raise",羽,124.6,12,6,2601
2993,槽,cáo,"trough; manger; vat, tank; groove; a distillery",木,75.11,15,,3214
2994,淌,tǎng,trickle; flow down; drip,水,85.8,11,,2419
2995,栅,zhà,fence; palisade; grid,木,75.5,9,,1433
2996,颓,tuí,"ruined, decayed; disintegrate",頁,181.7,13,,2950
2997,熏,xūn,"smoke, fog, vapor; smoke, cure",火,86.10,14,6,3119
2998,瑛,yīng,luster of gem; crystal,玉,96.9,12,,5046
2999,颐,yí,cheeks; jaw; chin; rear; to nourish,頁,181.7,13,,5391
3000,忖,cǔn,"guess, suppose, conjecture",心,61.3,6,,3629
3001,牡,mǔ,male of animals; bolt of door,牛,93.3,7,,0759
3002,缀,zhuì,"patch together, link, connect",糸,120.8,11,6,2499
3003,徊,huái,"linger, walk to and fro, hesitain",彳,60.6,9,6,1581
3004,梨,lí,"pear; opera; cut, slash",木,75.7,11,5,2313
3005,肪,fáng,animal fat,肉,130.4,8,6,1188
3006,涕,tì,"tear; snivel, nasal mucus",水,85.7,10,6,2083
3007,惫,bèi,"tired, weary, fatigued",夂,34.9,12,6,2722
3008,摹,mó,"trace, copy, duplicate; pattern",手,64.11,14,,3068
3009,踱,duó,"stroll, pace, walk slowly",足,157.9,16,,3343
3010,肘,zhǒu,the elbow; help a person shoulder a load,肉,130.3,7,,0806
3011,熔,róng,"melt, smelt, fuse; mold",火,86.10,14,,3158
3012,挚,zhì,"sincere, warm, cordial; surname",手,64.6,10,6,1808
3013,氯,lǜ,chlorine,气,84.8,12,,2673
3014,凛,lǐn,to shiver with cold or fear,冫,15.13,15,,3284
3015,绎,yì,to unravel or unreel silk; to interpret,糸,120.5,8,6,1349
3016,庶,shù,"numerous, various; multitude",广,53.8,11,,2378
3017,脯,pú,dried meat; preserved fruits,肉,130.7,11,,2357
3018,迭,dié,"repeatedly, frequently",辵,162.5,8,,1123
3019,睦,mù,"friendly, amiable, peaceful",目,109.8,13,6,2897
3020,窍,qiào,"hole, opening, aperture",穴,116.5,10,6,2103
3021,粥,zhōu,"rice gruel, congee",米,119.6,12,6,2803
3022,庵,ān,Buddhist monastery or nunnery,广,53.8,11,,2380
3023,沧,cāng,"blue, dark green; cold",水,85.4,7,6,0866
3024,怠,dài,"idle, remiss, negligent; neglect",心,61.5,9,6,1747
